Lieux																						Périodes				Personnes		Zones		Notions		Chapitres		Types de lieux		Intro		Crédits
ID (ne pas modifier)	Relu 	 Relu Guillaume	Edité, prêt à publier (ok pour publier)	Nom	Adresse	Ville	 Arrondissement	Latitude	Longitude	Existe ou non	Texte	Sources	Périodes	Illustration	Credit illustration	Type de lieu (voir onglet "Types")	Auteur	Angle	Introduction lien article long	Lien article long	Tags CHAPITRES	Identifiant	Nom	Début	Fin	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Identifiant	Nom	Type de paragraphe (paragraph ou annotation)	Contenu (html possible)	Ligne de crédits (html possible)
11	oui	OK	ok	Les Journées de juin, une insurrection ouvrière	92-94, rue du Faubourg-du-Temple	Paris	11	48.871028	2.374170	non	Le lieu exact de la prise de vue et l'identité du photographe sont longtemps restés mystérieux : en juin 1848, Charles-François Thibault, <span data-source="1">démasqué par le socio-historien Olivier Ihl</span>, a fixé trois images sur des plaques d'argent (daguerréotypes) depuis le haut d'une maison aujourd'hui détruite, alors située au n°92 de la rue du Faubourg-du-Temple. <span data-source="2">On y voit des barricades érigées par des ouvriers et artisans, insurgés contre le gouvernement de la Seconde République.</span> Le régime est accusé d'avoir trahi les classes populaires en fermant les Ateliers nationaux, censés garantir le travail pour tous. Objets d’une valeur historique exceptionnelle, ces daguerréotypes sont les premiers clichés montrant une insurrection et des barricades complètes. Ils constituent surtout la première série photographique d’actualité, rendant compte de l’événement de manière chronologique, avant et après la répression.	<span class="source">Olivier Ihl, <i>la Barricade renversée, histoire d’une photographie, Paris 1848,</i> Editions du Croquant, Vulaines-sur-Seine, 2016.</span>  <span class="source">Maurizio Gribaudi et Michèle Riot-Sarcey, <i>1848, la Révolution oubliée,</i> la Découverte-Poche, Paris, 2009.</span>	22/06/1848 - 26/06/1848	http://medias.liberation.fr/photo/1197472-id-11.jpg	Vue de la rue du Faubourg-du-Temple le 25 juin 1848 au petit matin. (Charles-François Thibaud. Version retouchée Wikipédia. Musée d'Orsay)	revolution	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>		<i>Libération</i> a refait la photo, au même endroit, cent soixante-dix ans plus tard.	https://www.liberation.fr/debats/2018/06/25/1848-2018-a-la-recherche-des-barricades-oubliees_1661841						françois-guizot	François Guizot											
12	oui	OK	ok	Colonne de Juillet	Place de la Bastille	Paris	11	48.853180	2.369133	oui	Le monument est célèbre, mais sa signification souvent oubliée. Inaugurée en 1840, la Colonne de Juillet a été construite en l'honneur des combattants des <span data-link="1">Trois Glorieuses</span> (27, 28, 29 juillet 1830), journées qui ont fait tomber <span data-person="charles-x">Charles X</span> et couronner <span data-person="louis-philippe">Louis-Philippe</span>. Des centaines de corps d'insurgés reposent sous la base de l'édifice. </br></br>Le théoricien Etienne Cabet (<span data-source="1">qui fondera le journal <i>le Populaire</i> en 1833 et se dira <i>«communiste»</i> dès 1840</span>) a 42 ans au moment de la révolution. <span data-source="2">Il décrira l'événement en ces termes</span> : <i>«Les ouvriers, ceux en imprimerie surtout ; le peuple, qui compte dans ses rangs tant de vieux soldats, et chez lequel on trouve cent fois plus de patriotisme et d'honneur que dans l'aristocratie de naissance et de fortune ; les étudiants, et surtout l'Ecole de droit, l'Ecole de médecine et l'Ecole polytechnique ; la jeunesse, et notamment celle du commerce ; les patriotes, et principalement les carbonari</i> [société secrête contre la Restauration, ndlr] <i>prennent spontanément les armes, sans concert, sans chefs et sans direction.»</i></br></br><span data-source="3">L'historienne Mathilde Larrère</span> raconte la présence de <i>«combattants aux uniformes les plus divers»</i> : gardes nationaux isolés, soldats de la première révolution, de l'Empire, pompiers, gendarmes… <span data-source="4">Dans une liste de personnes mortes à l'Hôtel-Dieu des suites de leurs blessures</span>, extraite d'un document publié par un médecin en 1830, sur 83 noms, presque tous sont associés à des métiers manuels : broyeurs, journaliers, charretiers, peintres, tailleurs, coiffeurs… Au moins 61 sont des artisans ou des ouvriers. Le reste est composé d'employés, de boutiquiers… On dénombre quatre femmes (une marchande, une domestique, une cuisinière et une brodeuse) et seulement deux étudiants.</br></br>Les Trois Glorieuses, <i>«peut-être la première révolution prolétarienne du XIXe siècle»</i> <data-source="5">selon l'historien Maurizio Gribaudi</span>, restera comme une déception pour les républicains et beaucoup de citoyens des classes populaires : <span <i>«[Après ces événements], les attentes [ouvrières] […] expriment […] une demande d'amélioration immédiate des conditions de travail, mais aussi la reconnaissance au droit à la parole et à la parité sociale qu'ils avaient cru avoir conquis sur les barricades. Or la surdité des autorités est totale.»</i>	<span class="source">François Fourn, <i>Etienne Cabet ou le temps de l'utopie,</i> Vendémiaire, Paris, 2014, pp.50-70. Lire aussi la notice «Etienne Cabet» écrite par François Fourn dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article159700</span>  <span class="source">Etienne Cabet, <i>la Révolution de 1830 et la situation présente,</i> Deville-Cavellin et Pagnerre, Paris, 1833 (1e éd. 1832), p.107 : https://gallica.bnf.fr/ark:/12148/bpt6k217205/f113.image</span>  <span class="source">Mathilde Larrère, <i>l'Urne et le Fusil, la Garde nationale parisienne de 1830 à 1848,</i> Presses universitaires de France, Paris, 2016, pp.39-40.</span>  <span class="source">Liste dressée par Laurent Louessard, <i>La révolution de juillet 1830,</i> Spartacus, Paris, 1990, p.243, d'après Prosper Ménière, <i>Histoire de ce qui s'est passé dans cet hôpital pendant et après les trois grands journées, suivie des détails sur le nombre, la gravité des blessures et les circonstances qui les ont rendues fatales,</i> Heideloff et Canel, Paris, 1830 : https://gallica.bnf.fr/ark:/12148/bpt6k64716771.texteImage</span>  <span class="source">Maurizio Gribaudi, <i>Paris ville ouvrière, une histoire occultée (1789-1848),</i> La Découverte, Paris, 2014, p.285 et p.297.</span>	27/07/1830 - 29/07/1830	http://medias.liberation.fr/photo/1197471-id-12-ok.jpg	Cérémonie de l'inauguration de la colonne de Juillet en 1840. (Photo Liszt Collection. AKG)	revolution	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>									prosper-olivier-lissagaray	Prosper-Olivier Lissagaray											
14	oui	OK	ok	Université Paris-8	Route de la Pyramide	Paris	12	48.832134	2.432215	non	Après les événements de Mai 68 se crée une faculté unique dans le monde universitaire français. <i>«Paris-8 n'est pas le produit direct des événements de 1968, elle est le produit du détournement, par ceux qui en ont été les premiers acteurs, d'une volonté gouvernementale de récupération des événements de 1968»,</i> selon <span data-source="1">les professeurs Guy Berger, Tania Catz et Alain Coulon</span>. Parmi les 20&nbsp;000 à 30&nbsp;000 étudiants, 30% à 85% dans certains départements sont des étudiants salariés, 30% à 40% des non‑bacheliers et jusqu'à la moitié étaient étrangers : <i>«La quasi‑totalité venaient soit, pour la majorité, de pays du Tiers Monde – dans l'ordre : Maghreb, Afrique noire, Amérique latine, Moyen-Orient –, soit de pays de la périphérie européenne : Portugal, Espagne, Grèce.»</i> A quelques jours de son déménagement à Saint-Denis, où elle se situe toujours aujourd'hui, Guy Hocquenghem <span data-source="2">écrit dans <i>Libé</i></span> : <i>«Vincennes, c'est d'abord et surtout un milieu humain. Le plus varié, sans doute, qu'on puisse observer dans aucune institution française. Certains ont trouvé ici femme, mari, amant, amis…»</i> Et une aventure politique.	<span class="source">Guy Berger, Tania Catz et Alain Coulon, «Une université du monde contemporain : Paris-VIII-Vincennes», http://www.ipt.univ-paris8.fr/hist/Berger-Catz-Coulon_85.htm</span>  <span class="source">Guy Hocquenghem, «la Chute de Paris-8 : Vincennes reste sur sa fin…»</span>	10/12/1968 - 1980	http://medias.liberation.fr/photo/1195894-education-univerisite-de-vincennes.jpg	L'université de Vincennes près de Paris, le 27 juin 1969. (Photo AFP)	experimentation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>									armand-barbes	Armand Barbès											
15	oui	OK	ok	Marché de la trôle	48.850974, 2.375889	Paris	12	48.850974	2.375889	non	Au <span data-place="faubourg-saint-antoine">faubourg Saint-Antoine</span>, notamment entre la place de la Bastille et la rue de Reuilly, s'implante dans la deuxième moitié du XIXe siècle et jusqu'à la Grande Guerre un marché de meubles un peu spécial en plein air, autorisé de manière tacite. L'économiste <span data-source="1">Pierre du Maroussem distingue</span> trois types de construction de meubles : le marché du «haut luxe», celui du «meuble ordinaire» et la trôle. Ce dernier correspond à une demande nouvelle à la fin du XIXe siècle, celle des classes populaires. <i>«Travailleur indépendant, [le trôleur] fabrique un seul type de meuble [comme certains autres ouvriers] mais en dehors de toute commande, cherchant ensuite à le vendre ou à la faire vendre à qui veut l'acheter»,</i> <span data-source="2">décrit l'historienne Marie-Claude Blanc-Chaléard</span>, qui parle d'une profession méprisée et qui comporte des immigrés italiens. <span data-source="3">Les trôleurs habitent </span> dans le quartier de Charonne et dans la rue de Bagnolet, cité Aubry notamment, au nord de l'actuelle place de la Nation, dans les avenues de Bouvines et Taillebourg ainsi que les rues de Montreuil et d'Avron, et enfin dans la ville de Montreuil. Selon Maroussem, dix-huit mois avant la publication de son intervention (1892), ce marché de la trôle se situait dans la rue du Faubourg-Saint-Antoine, entre la rue de Charonne et la rue de Sainte-Marguerite (aujourd'hui la rue Trousseau). Mais <i>«plusieurs négociants, gênés par l'encombrement, ont réclamé au nom de la libre circulation» </i>le déplacement de cette foire là où l'avenue Ledru-Rollin et la rue de Traversière se confondent, selon Maroussem. <span data-source="4">Qui décrit</span> : <i>«C'est sur ce point, à partir de [14 heures], que s'agglomèrent, pour ainsi dire, tous les physionomies pittoresques. […] Les petites charrettes à bras arrivent poussées par des familles entières. Les grandes voitures de charabaniers </i>[transporteurs de meubles à l'aide de charrette, ndlr] <i>sont déjà rangées en longues files, pleines de meubles sculptés "en blanc" ou passés au brou de noix.»</i>	<span class="source">Pierre du Maroussem, <i>la Question ouvrière : cours libre professé à la Faculté de droit de Paris. Ebénistes du faubourg St.-Antoine : grands magasins,</i> p.134, Librairie nouvelle de droit et de jurisprudence, Paris, 1892.</span>  <span class="source">Marie-Claude Blanc-Chaléard, <i>les Italiens dans l'Est parisien,</i> Ecole française de Rome, Rome, 2000, p. 59.</span>  <span class="source">Pierre du Maroussem, op.cit., p.136.</span>  <span class="source">Ibid., p.134.</span>	1850 - 1914			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
20	oui	OK	ok	Usine Cail de Grenelle	15 quai de Grenelle	Paris	15	48.8519412	2.285161	non	A l'origine, en 1806, c'était une usine pharamaceutique appartenant à Charles Derosne. En 1836, elle comportait entre 40 et 50 salariés. En 1848, l'entreprise J.F. Cail et Cie <span data-source="1">se reconvertit dans les locomotives</span>. Trois ans plus tard, l'usine compte 700 salariés et fera même travailler jusqu'à 1&nbsp;000 ouvriers répartis sur 27&nbsp;000 m2. La société possédait plusieurs autres usines, rue Fresnel – lieu qui fut détruit dans un incendie en 1865 – ainsi que dans le Nord de la France. L'usine de Grenelle est détruite en 1897. L'année d'après, <span data-source="2">Cail est absorbée par la Société française de constructions mécaniques</span>. L'historienne Jeanne Gaillard a décrit le foisonnement politique, notamment sous la Commune de 1871. Des ouvriers, qui se réunissaient parfois dans <span data-source="3">la salle Ragache, à quelques rues de l'usine de Grenelle</span>. C'est aujourd'hui une salle de réception.	<span class="source">Anne Callite, «Cail, constructeur de locomotives» dans la Revue du Nord, tome 75, n°300, Avril-juin 1993. pp.343-358, https://www.persee.fr/doc/rnord_0035-2624_1993_num_75_300_4824</span>  <span class="source">Ibidem.</span>  <span class="source">Jeanne Gaillard «Les usines Cail et les ouvriers métallurgistes de Grenelle», dans le Mouvement social No. 33/34, (Oct., 1960 - Mar., 1961), pp.35-53.</span>	1806 - 1897	http://medias.liberation.fr/photo/1197468-id-20-ok.jpg	Forge de l'usine Cail de Grenelle en 1880.  (Illustration Bridgeman Images. Rue des Archives)	usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>	Interview ou récit																				
21	oui	OK	ok	Champs des Polonais	35, rue du Chevalier de la Barre	Paris	18	48.886651	2.343071	non	<span data-person="adolphe-thiers">Adolphe Thiers</span> veut faire retirer les 171 canons de Montmartre au matin du 18 mars 1871. Les Parisiens, et pour beaucoup des Parisiennes, interviennent. C'est le point de départ de la Commune de Paris, même si d'autres barricades s'érigent dans d'autres quartiers. <span data-source="1"> Louise Michel, qui habite rue Hudon, à 500 mètres du champs des Polonais</span> : <i>«Montmartre s'éveillait, le rappel battait, je revenais en effet, mais avec les autres à l'assaut des Buttes. [...] On était comme soulevés de terre. Nous morts, Paris se fut levé. Les foules à certaines heures sont l'avant-garde de l'océan humain.»</i> Sur le Champs des Polonais a ensuite été érigé le Sacré-Cœur, <span data-source="2">une <i>«œuvre d'expiation»</i></span> contre les «crimes» des communards. 	<span class="source">Louise Michel, <i>la Commune, histoires et souvenirs,</i> La Découverte, 1898, 1999, p. 129.</span>  <span class="source">Rapport de Maurice Cabart dans le cadre de l'abrogation de la loi du 24 Juillet 1873 relative à l'église du Sacré-Cœur, 1881, p. 9.  https://gallica.bnf.fr/ark:/12148/bpt6k5471788z/f14.image</span>	18/03/1871	http://medias.liberation.fr/photo/1197469-id-21.jpg	Canons sur la butte Montmartre en 1871. (Photo Bruno Braquehais. Musée Carnavalet. Roger-Viollet)	revolution	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
22	oui	OK	ok	Stade Bergeyre	49 Rue Georges Lardennois	Paris	19	48.877158	2.376134	non	Sur cette butte se trouvait un stade, érigé à la mémoire de Robert Bergeyre, joueur de rugby du S.C. de Vaugirard, <span data-source="1">mort au combat</span> le 22 août 1914. Football, rugby, athlétisme… De nombreuses compétitions se sont déroulées ici, notamment la finale de <span data-source="2">la troisième Coupe de France de ballon rond en 1920</span> entre Le Havre et le CA Paris. Dans <i>les Chants du stade,</i> <span data-source="3"> on peut lire un hommage dédié à ce lieu à la courte durée de vie : <i>«C'est un plateau de gazon/ Une île claire et tranquille/ Que vient battre à l'horizon./ Le flux de l'immense ville./ Prenons l'escalier de bois/ Montons jusqu'à sa lumière/ A nos pieds moutonnent, vois/ Paris et ses flots de pierre./ Près de nous, sur la hauteur/ Des rochers et des verdures/ A droite, le Sacré-Cœur/ Et son troupeau de toitures./ Tout au fond, la tour Eiffel/ Des arbres dans une rue/ Des monuments et le ciel/ Brumeux à perte de vue.»</i> Dans <span data-source="4">un article de <em>l'Humanité</em></span> qui dresse la mémoire du stade Bergeyre, Fernand Despres raconte comment sa destruction en 1926 et l'érection de lotissements à cet endroit est représentatif d'une certaine approche de la cité : <i>«Paris, ville immense et surpeuplée, foyer lumineux, centre d'attraction du monde, absorbe tous les espaces encore libres, pour y dresser de lourdes et hautes bâtisses où s'entasse une dense population de travailleurs.»</i> Les lotissements existent toujours.	<span class="source">le Matin, 10 août 1918.</span>  <span class="source">le Figaro, 9 mai 1920.</span>  <span class="source">l'Humanité, 17 janvier 1938.</span>  <span class="source">Ibidem.</span>	18/08/1918 - 1926	http://medias.liberation.fr/photo/1197473-id-22.jpg	Rencontres d'athlétisme pour l'inauguration du dtade Bergeyre aux Buttes-Chaumont, le 18 aout 1918. (Photo l'Equipe. Roger Viollet)	culture	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
24	oui	OK	ok	Maison de la communauté saint-simonienne de Prosper Enfantin	145, rue de Ménilmontant	Paris	20	48.8702706	2.3969072	maybe	En 1832, pendant six mois, Prosper Enfantin se retira avec 40 disciples dans une grande bâtisse située dans l'ancienne commune de Belleville, au numéro 145 de l'actuelle rue de Ménilmontant. Ce fils de bonne famille, 36 ans à l'époque, était le «chef suprême» d'une branche du <span data-person="saint-simon">saint-simonisme</span>. Divisés après un schisme l'année précédente, les saint-simoniens étaient les héritiers de la pensée du comte de <span data-source="1">Saint-Simon</span>, mort en 1825, qui voulait créer un <span data-source="2"><i>«nouveau christianisme»</i></span>. Si leurs thèses hétéroclites ont largement évolué au cours du XIXe siècle, inspirant notamment le libéralisme économique, on y distingue dès 1829 des éléments socialistes très en avance sur leur temps. <span data-source="3">Ils dénoncent <i>«l'exploitation de l'homme par l'homme»</i> et le poids qui repose sur les épaules de <i>«la classe ouvrière»</i>.</span></br></br>Durant leur passage à Ménilmontant, les adeptes d'Enfantin portaient tous des chemises identiques avec leurs noms brodés en lettres rouges. Ayant fait vœu de célibat en attendant l'élévation de la femme dans la société, ils se répartissaient les tâches ménagères, les travaux, et organisaient des cérémonies <span data-source="4"><i>«mi-cultuelles mi-artistiques»</i></span> ouvertes au public. <i>«Tension extrême,</i> <span data-source="5">analyse l'historien Philippe Régnier</span>, <i>à la limite du délire, entre une masculinité exclusive réelle, et un féminisme de principe…»</i> <span data-source="6">Le «Père Enfantin» a été condamné en août 1832 à un an de prison pour <i>«infraction à la législation sur les réunions»</i> et <i>«outrages à la morale publique»</i></span> (en réalité pour des raisons politiques). A cet endroit se trouve aujourd'hui un square et un passage baptisés en l'honneur des saint-simoniens.	<span class="source">Notice «Saint-Simon» dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article24357</span>  <span class="source">Saint-Simon, <i>Nouveau Christianisme,</i> Bossange Père, Paris, 1825 : https://gallica.bnf.fr/ark:/12148/bpt6k85462g/f4.image</span>  <span class="source"><i>Doctrine de Saint-Simon, exposition,</i> première année, seconde édition, Paris, 1829, p.151 et p.176 : https://books.google.fr/books?id=fV8OAAAAQAAJ&printsec=frontcover&hl=fr#v=onepage&q&f=false</span>  <span class="source">Biographie de Prosper Enfantin par la Société des études saint-simoniennes : https://www.societe-des-etudes-saint-simoniennes.org/enfantin</span>  <span class="source">Le Livre nouveau des saint-simoniens, édition, introduction et notes par Philippe Régnier, Du Lérot, coll. Transferts, Tusson, 1991, p.37.</span>  <span class="source">Pierre Musso, <i>Saint-Simon et le saint-simonisme,</i> Presses universitaires de France, coll. Que sais-je?, Paris, 1999, p.114.</span>	04/1832 - 10/1832	https://www.akg-images.fr/archive/Les-moines-de-Menilmontant-ou-les-capacites-Saint-Simoniennes-2UMDHUNC54JV.html		experimentation	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>																					
25	oui	OK	ok	Manufacture de cotons à coudre Maurice Frings	32, rue Vitruve	Paris	20	48.8571262	2.4034886	non	<span data-source="1">Construite en 1861</span>, l'usine est spécialisée dans la fabrique de fils câblés et coton à coudre. En 1872, y travaillent <span data-source="2".>450 ouvriers, dont 90% de femmes</span>. Les bureaux de l'entreprise sont situés au 106, rue Saint-Denis, dans le IIe arrondissement. Le militant indépendantiste algérien Messali Hadj travaille dans l'usine du 25 octobre 1923 au 8 octobre 1924 <span data-source="3">selon Benjamin Stora</span>. Après la destruction de l'usine, des logements ont été construits sur son emprise.	<span class="source">https://www.thiriez.org/frings.htm</span>  <span class="source">Marie-Claude Blanc-Chaléard, <i>les Italiens dans l'Est parisien,</i> Ecole française de Rome, Rome, 2000, p.52.</span>  <span class="source">Benjamin Stora, <i>Messali Hadj, pionnier du nationalisme algérien (1898-1974)</i>, Le Sycomore, 1982, p.46.</span>	1861 - 1970			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
26	oui	OK	ok	Léon Gambetta chassé d'une réunion	47, rue Saint-Blaise	Paris	20	48.8580364	2.4073267	non	Député de Belleville depuis 1869, Léon Gambetta est chassé d'une réunion publique pour la campagne des législatives de 1881, organisée dans <span data-source="1"><i>«un hangar de la rue Sainte-Blaise aménagé pour l'occasion»</span></i>, dans laquelle 8&nbsp;000 personnes ont pris place. <span data-source="2">La cause de l'hostilité</span> : son refus de soutenir et voter l'amnistie aux communards condamnés. <span data-source="3">Après avoir traité ses contradicteurs</span> d'<i>«esclaves ivres»</i> et de <i>«poignée de braillards»</i>, il sortira traité notamment, de <i>«dictateur»</i> et de </i>«Gallifet»,</i> le «massacreur de la Commune» lors de la Semaine sanglante, <span data-source="4">où Belleville a payé un lourd tribut</span>. Réélu triomphalement en 1877, Gambetta remportera seulement de justesse le scrutin à Belleville et présidera le Conseil jusqu'en janvier 1882.	<span class="source">Paula Cossart, «l'Emotion : un dommage pour l'idée républicaine. Autour de l'éloquence de Léon Gambetta» dans Romantisme, 2003, n°119. Le privé et le social. pp.47-60. https://www.persee.fr/doc/roman_0048-8593_2003_num_33_119_1179</span>  <span class="source">Gérard Jacquemet, <i>Belleville au XIXe siècle,</i>  Edition de l'EHESS, 1984, p. 364.</span>  <span class="source">Paula Cossart, <i>le Meeting politique, de la délibération à la manifestation,</i> Presses universitaires de Rennes, 2010, p. 182.</span>  <span class="source">Gérard Jacquemet, Ibidem.</span>	16/08/1881			manifestation	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
27	oui	OK	ok	Etablissements Louis Bozza	3, passage Maigrot-Delaunay	Paris	20	48.8507346	2.4008427	non	Louis Bozza a créé <i>«l'une des plus importantes entreprises d'ébenisterie italienne de Charonne», </i><span data-source="1">selon Marie-Claude Blanc-Chaléard dans son ouvrage sur l'immigration italienne en région parisienne</span>. Arrivé en France à l'âge de 9 ans avec ses parents, il s'installe en 1900 à Paris où il travaille chez un ébéniste italien. Quelques années après, il <i>«loue pour presque rien un hangar au 3, passage Maigrot-Delaunay»</i>. En 1938, l'Association des garibaldiens de Paris vient de transférer au 12, rue Blanche ses bureaux, dont Louis Bozza, <i>«l'un des sympathisants les plus dévoués a la cause garibaldienne»,</i> <span data-source="2">s'est chargé du remeublement</span>. Les ateliers ont été détruits dans les années 70 et remplacés par des logements.	<span class="source">Marie-Claude Blanc-Chaléard, les Italiens dans l'Est parisien, p. 111, Ecole française de Rome, Rome, 2000.</span>  <span class="source">Le Garibaldien, 1er novembre https://gallica.bnf.fr/ark:/12148/bpt6k7588120d/f5</span>	1900 - 1970			usine	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
39	oui	OK	ok	Le Balajo	9, rue de Lappe	Paris	11	48.854052	2.372183	oui	Le Balajo est l'un des lieux de nuit emblématiques de l'Est parisien des années 30 aux années 80. Sa situation, rue de Lappe, près de la place de la Bastille et de la rue du <span data-place="faubourg-saint-antoine">Faubourg-Saint-Antoine</span>, a joué dans ce succès. Au Balajo se déroulent de nombreux bals musettes, inventés à quelques mètres de là, chez Bousca, en 1906, issus de <span data-source="1"><i>«la fusion musicale entre la cabrette auvergnate et l'accordéon italien».</i></span> A partir de la fin du XIXe siècle, <span data-source="2">un fort contingent d'immigrés transalpins ont en effet emménagé près du faubourg Saint-Antoine et travaillent dans l'industrie du meuble</span>. Le quartier est sulfureux, ses lieux de nuit aussi. Le 9 octobre 1957, l'écrivain populaire Auguste Le Breton organise au Balajo un cocktail à l'occasion de la sortie du livre <i>Du Rififi chez les femmes.</i> Même si, dans un <span data-source="3">rapport de nuit</span>, la brigade mondaine note la présence de la femme du ministre de l'Intérieur, Jean Gilbert-Jules, ou du vice-président du conseil municipal, <i>«le dancing était envahi d'une foule très disparate, presque tous les rangs sociaux y étaient représentés»,</i> notamment <i>«quelques "mauvais garçons", anciens et jeunes, [qui] illustraient par leur présence le caractère des livres d'Auguste Le Breton».</i>	<span class="source">Marie-Claude Blanc-Chaléard. «Les trois temps du bal-musette ou la place des étrangers (1880-1960)» In : <i>Paris le peuple : XVIIIe-XXe siècle.</i>, éditions de la Sorbonne, 1999</span>  <span class="source">Marie-Claude Blanc-Chaléard, les Italiens dans l'Est parisien, Ecole française de Rome, Rome, 2000</span>  <span class="source">Archives de police, carton 77W dossier 5408-659655.</span>	1935 - 1980	http://medias.liberation.fr/photo/1197464-id-39.jpg	Au Balajo, dans les années 1950. (Photo Jean Mainbourg. Gamma-Rapho. Getty Images)	quotidien	<a href="https://www.liberation.fr/auteur/12803-damien-dole">Damien Dole</a>																					
5	oui	OK	ok	Arrestation de militants blanquistes au Café de la Renaissance	1, boulevard Saint-Michel	Paris	05	48.853053	2.344173	non	A la fin des années 1860, le Quartier latin est déjà l'épicentre de la contestation étudiante, le terrain privilégié d'une nébuleuse athée, communiste, républicaine et patriote : <span data-source="1">les blanquistes.</span> Ces jeunes bourgeois, rejoints par des ouvriers, gravitent autour d'une figure révolutionnaire qui a traversé presque toute l'histoire politique du XIX<sup>e</sup>&nbsp;siècle et passé plus de la moitié de son existence en prison&nbsp;: <span data-source="2">Louis Auguste Blanqui</span>, <span data-source="3">théoricien minutieux de la prise d'armes</span>, qui fondera quinze ans plus tard le journal à la formule éponyme célèbre <i>Ni Dieu Ni Maître</i>.</br></br>En 1866, «le Vieux» a 61 ans et tient les rênes du petit groupe d'activistes. Le 7 novembre, la police fait irruption dans le café de la Renaissance, sur le boulevard Saint-Michel. <span data-source="4">D'après Charles da Costa</span>, étudiant en droit interpellé ce jour-là, 41 hommes sont arrêtés pour <i>«réunion illicite»,</i> motif auquel s'ajoutera celui de <i>«société secrète».</i> Parmi eux, 15 ouvriers ou artisans, 13 étudiants (dont Raoul Rigault, 20 ans, futur procureur général sous la Commune), 5 employés, 2 journalistes et l'ex-gérant du journal blanquiste <i>Candide</i> (Vayssier), 1 marchand, 1 représentant de commerce, 1 homme de lettres, 1 rentier, et l'avocat Gustave Tridon, 25 ans, <span data-source="5"><i>«lieutenant de Blanqui»</i></span>. <span data-source="6"></br></br>Selon l'historien Maurice Paz, «le Vieux» est alors à Paris mais n'a pas participé à la réunion</span>&nbsp;: les militants s'étaient rassemblés ici pour décider du cas d'Eugène Protot, 27 ans (avocat, futur délégué à la Justice de la Commune), qui avait désobéi au chef en se rendant en septembre au congrès de l'Internationale à Genève. Il parvient à s'éclipser lors de la descente des forces de l'ordre, <span data-source="7">se cache chez des ouvriers du faubourg Saint-Antoine et est arrêté en 1868.</span>  <span data-source="8">D'après Da Costa</span>, environ la moitié des interpellés bénéficieront d'un non-lieu (dont Rigault) ; 18 furent condamnés à des peines allant de quinze mois de prison (pour Protot et Tridon) à trois mois. Parmi eux : 8 ouvriers ou artisans, 6 étudiants et 3 employés.	<span class="source">Patrick H. Hutton, <i>The Cult of the Revolutionary Tradition&nbsp;: The Blanquists in French Politics, 1864-1893,</i> University of California Press, 1981.</span>  <span class="source">Notice «Blanqui» complétée par Michel Cordillot et Jean Risacher dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article24369. A lire aussi : Gustave Geffroy, <i>l'Enfermé,</i> L'Amourier, Coaraze, 2015 (1e éd. 1897).</span>  <span class="source">Auguste Blanqui, «Instructions pour une prise d'armes», 1866 : https://www.marxists.org/francais/blanqui/1866/instructions.htm A retrouver dans <i>Et maintenant il faut des armes,</i> textes d'Auguste Blanqui choisis et commentés par Dominique Le Nuz, La Fabrique, Paris, 2007.</span>  <span class="source">Charles da Costa, <i>les Blanquistes</i>, Rivière et Cie, Paris, 1912, p.21.</span>  <span class="source">L'expression figure quelques années plus tard dans des notes de la police : archives de la préfecture de Paris, dossier BA 1287.</span>  <span class="source">Maurice Paz, <i>Un révolutionnaire professionnel, Auguste Blanqui,</i> Fayard, Paris, 1984, p.187.</span>  <span class="source">Notice «Eugène Protot» dans le dictionnaire Maitron : http://maitron-en-ligne.univ-paris1.fr/spip.php?article136007 D'après Da Costa, il s'est constitué prisonnier, op.cit. p.25.</span>  <span class="source">Ibid., pp.22.</span>	07/11/1866			manifestation	<a href="https://www.liberation.fr/auteur/15271-gabriel-pornet">Gabriel Pornet</a>																					
